사용년월,노선번호,노선명,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,6시승차총승객수,6시하차총승객수,7시승차총승객수,7시하차총승객수,8시승차총승객수,8시하차총승객수,9시승차총승객수,9시하차총승객수,10시승차총승객수,10시하차총승객수,11시승차총승객수,11시하차총승객수,12시승차총승객수,12시하차총승객수,13시승차총승객수,13시하차총승객수,14시승차총승객수,14시하차총승객수,15시승차총승객수,15시하차총승객수,16시승차총승객수,16시하차총승객수,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,21시승차총승객수,21시하차총승객수,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수
202101,100,100번(하계동~용산구청),중계3단지목련아파트,0,0,0,0,0,0,0,0,309,32,84,3,120,12,304,0,140,53,148,30,97,27,85,38,90,40,92,35,89,46,52,36,66,43,28,40,22,54,12,32,12,10,54,23,10,19,0,0
202101,100,100번(하계동~용산구청),목련아파트상가,0,0,0,0,0,0,0,0,402,46,270,4,305,14,587,39,380,115,338,61,271,64,303,110,347,56,302,72,299,55,271,54,361,62,253,70,314,122,182,94,217,46,338,52,47,14,0,0
202101,100,100번(하계동~용산구청),중계목화아파트4단지,0,0,0,0,0,0,0,0,213,22,185,5,293,8,585,8,558,38,291,35,246,40,206,19,238,25,222,24,151,29,140,41,180,49,111,38,157,45,67,30,47,15,44,18,15,1,0,0
202101,100,100번(하계동~용산구청),노원평생학습관,0,0,0,0,0,0,0,0,13,21,0,0,1,1,19,0,3,1,1,0,2,0,7,0,2,1,12,0,16,0,14,0,25,1,20,1,13,0,12,1,26,0,6,0,3,0,0,0
202101,100,100번(하계동~용산구청),하계미성아파트.을지병원,35,119,19,25,0,0,0,0,0,0,0,0,34,75,134,307,421,515,215,429,190,451,217,407,244,474,243,506,308,532,414,472,385,471,518,400,770,392,974,341,555,286,706,287,435,171,178,144
202101,100,100번(하계동~용산구청),하계역,0,0,0,0,0,0,0,0,214,72,295,90,354,293,489,680,558,657,507,386,439,277,547,343,612,385,690,360,670,311,810,256,863,316,901,224,906,359,739,119,637,115,729,142,318,48,0,0
202101,100,100번(하계동~용산구청),한성여객종점,0,1,0,0,0,0,128,12,62,1,12,0,9,0,43,0,5,0,3,0,21,0,13,2,10,4,7,4,16,0,7,1,17,0,6,3,14,1,9,1,7,0,14,1,1,6,0,1
202101,100,100번(하계동~용산구청),한성여객종점,1,23,0,10,0,0,0,0,0,0,0,0,0,17,4,61,16,208,8,98,11,70,6,65,10,103,10,63,24,88,25,88,14,135,13,151,9,133,12,184,10,125,10,153,9,137,6,88
202101,100,100번(하계동~용산구청),골마을근린공원,0,0,0,0,0,0,0,0,63,98,129,32,213,123,463,234,710,275,329,102,316,58,364,67,340,97,346,104,292,76,329,57,309,69,345,48,413,91,116,27,150,28,232,28,97,4,0,0
202101,100,100번(하계동~용산구청),서울온천,5,45,0,4,0,0,0,0,0,0,0,0,1,17,7,270,8,340,12,222,24,199,47,172,37,211,35,262,38,305,39,362,62,309,50,380,62,447,39,460,25,346,38,388,12,363,5,133
202101,100,100번(하계동~용산구청),하계1동주민센터,0,0,0,0,0,0,0,0,10,1,14,5,211,5,225,25,235,51,206,18,145,19,186,24,215,26,175,18,164,26,170,44,171,26,150,17,173,19,111,17,174,9,197,17,37,3,0,0
